,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_ident,AcidoCitrico_raiz4,Azucar_ident,CloruroSodico_raiz4,Densidad_cuarta,pH_ident,Sulfatos_cuarta,Alcohol_exp,CalifProductor_ident,PrecioBotella_log,aleatorio_log,aleatorio2_raiz4,Compra
12,0.76,0.33,-26.0,-0.195,0.9885,3.07,0.56,11.4,1,5.26,M,*,1.0,0.0,0.7852335460855149,0.005645524806801472,3.650376129718173,1.325509268949766,2.1332010130499457,1.2322711124487304,68.13834775383006,2.876228366107364,92.45195410313393,25.442230720658085,0.760037926322576,1.057155100322484,1.0001234867890698,0.3717486921697266,1
13,0.24,0.24,-18.2,-0.182,1.00916,3.19,-1.01,9.8,2,3.06,M,*,3.0,0.0,0.4511211119070532,0.9934740102840024,2.9748801911226392,1.3138869179151011,2.3649306495651206,1.2377356279618914,182.93600666775265,3.056927530470131,3.95820667833631,16.154383126149078,1.5199758526451521,0.33062902770092856,0.4458712504712469,1.3619937693508988,1
14,0.35,0.67,4.2,0.333,0.98345,3.19,1.7,6.2,3,2.52,B,Desc,2.0,0.0,0.40463705550380125,0.8831280503154078,3.1177735627486176,1.3668657388751029,3.0304106313522903,1.4122736402873917,51.31088568637617,3.056927530470131,350.9412908310317,5.813592147318611,2.2799137789677286,0.026658904082694793,0.33712405039512194,1.3224830197310837,1
15,0.17,0.34,15.6,0.044,0.99752,3.06,3.38,9.1,2,1.05,R,**,2.0,0.0,0.08261625924786054,0.9778399013255907,2.8839480455424713,1.3267819217758923,3.369092407797546,1.3229056690621825,108.08798168131156,2.861170102410467,1418.46247084346,13.243019700652075,1.5199758526451521,-3.384925135608284,-1.251730383966461,1.356602773380874,1
16,-2.05,0.27,13.2,0.036,0.99408,1.95,0.02,13.0,2,2.1,B,****,2.0,0.0,0.5526025417213453,0.018497567648397606,0.0001,1.3177952695356312,3.2977909811774926,1.320161126601198,91.21283137090653,1.1897028320548786,40.29234110552527,40.070060180472176,1.5199758526451521,-0.2967040742813875,0.6487773946094684,0.502225834077274,1
17,-0.28,-1.2,16.2,0.048,0.9972,3.3,0.52,2.1,1,1.26,R,Desc,3.0,7.6923076923076925,0.41688681759840795,0.28233360376141226,2.2993842525271053,1.0616721023808877,3.38691776445256,1.3242715588968008,106.42656968473372,3.2225684311359997,87.42191049796367,1.8153212436905202,0.760037926322576,-1.7386533232793995,0.3669488396046514,0.9943520482733672,0
18,1.17,-0.09,1.5,0.027,0.99,3.3,0.33,12.5,3,1.56,R,**,3.0,0.0,0.013025478726338191,0.2982209760119543,4.182978696687728,1.26839415782779,2.9501965264047296,1.317052914694459,73.85143250203383,3.2225684311359997,66.27267522549764,34.76760237923841,2.2799137789677286,-0.9717030211050853,-3.099502514915549,1.0080609483728715,1
19,1.035,-1.11,6.0,0.073,1.03291,3.37,0.37,9.9,5,1.31,B,Desc,2.0,7.6923076923076925,0.4802588773175561,0.5599094697148973,4.007609558783118,1.0833238272068093,3.083886701317331,1.3327140934725166,448.77193109881347,3.3279762770142804,70.36540975205277,16.619556456595646,3.7997896316128807,-1.5628544299962286,0.5084616757821778,1.1800604031124597,0
20,1.65,-2.27,9.2,-0.002,0.9893,3.04,-0.67,9.7,3,3.2,R,*,3.0,7.6923076923076925,0.24007679164361972,0.36877605855123397,4.806513409237452,0.1,3.1789552701440695,1.3068849107095775,71.14237971747073,2.8310535750166728,9.961475767792436,15.702229771772492,2.2799137789677286,0.3963758331609217,-0.18492000394645536,1.063046229038532,1
21,0.47,0.3,41.7,-0.058,0.9976,1.33,0.26,9.4,4,3.28,R,Desc,1.0,7.6923076923076925,0.3150054366707655,0.6329563739869583,3.2736572408860485,1.321669152862328,4.144495422290632,1.2865501030128865,108.50635641777868,0.25609048284725255,59.543105550407375,14.42029605145986,3.0398517052903045,0.4320915552205472,0.08671830083993143,1.2168055816913723,0
22,0.34,0.46,4.7,0.029,1.00111,1.42,1.74,17.3,2,3.91,B,**,2.0,0.0,0.07110129709890178,0.4132088063996733,3.104783256237165,1.3417757119842857,3.045265095231468,1.3177455308569583,128.09035718579557,0.39161485611932734,365.11863212868377,135.82170134487362,1.5199758526451521,0.6760551395772371,-1.4018456420973222,1.0937247946972972,1
23,0.14,-1.03,7.9,-0.379,1.0241,3.26,-0.38,13.7,2,2.37,B,**,2.0,0.0,0.4661383884818705,0.4071641642972431,2.844977126008114,1.1015360395343257,3.1403336640582067,1.1457100966655152,329.1892404656442,3.1623353763484108,19.03619779140784,48.879116596898555,1.5199758526451521,-0.07723003011665165,0.478618489376451,1.0897014671599508,1
24,1.75,0.36,52.3,0.075,1.02917,3.34,1.85,13.5,4,1.64,MM,*,3.0,0.0,0.3995868373536322,0.2600030345692175,4.936416474351978,1.3293162967029115,4.459410056529203,1.333382602275112,394.60480854409866,3.2828014859235886,406.3245218638463,46.181203562816194,3.0398517052903045,-0.8382046595356072,0.3245644226354779,0.974069080958791,1
25,0.36,0.5,-38.8,-0.291,1.00091,3.87,0.45,8.8,2,3.81,R,*,2.0,0.0,0.6774161144975097,0.7812440636229252,3.13076386926007,1.3466637147498628,1.7529267377429913,1.1894697660729558,126.90820945523178,4.080889461859139,79.11656895669448,12.161856467163483,1.5199758526451521,0.6410883517715633,0.8524265492033452,1.2825631085770999,1
26,0.19,0.26,54.0,0.039,0.98998,3.32,-2.11,12.1,1,2.9,R,**,1.0,7.6923076923076925,0.169013467095122,0.13915135697144143,2.9099286585653763,1.3164963507494336,4.509915233718408,1.3211923350800638,73.77297416710407,3.252684958529794,0.0026177939976997217,31.03548525455663,0.760037926322576,0.2497829813411323,-0.5359132478435354,0.8330459438379539,1
27,0.24,2.32,1.4,-0.356,1.03659,3.11,0.39,9.9,2,2.14,M,*,1.0,0.0,0.9508756727882358,0.8675751650622211,2.9748801911226392,1.5278864468660014,2.9472256336288942,1.157632003299443,507.3332174244451,2.936461420894953,72.48144148167943,16.619556456595646,1.5199758526451521,-0.260990712452195,1.191527245177909,1.3166206754217469,0
28,0.36,0.26,13.2,0.051,0.9976,3.0,1.62,10.8,2,1.28,B,*,1.0,0.0,0.9697143436410265,0.04406969528195148,3.13076386926007,1.3164963507494336,3.2977909811774926,1.325293209559569,108.50635641777868,2.7708205202290843,323.82916430952326,21.45758707899592,1.5199758526451521,-1.6645859924951465,1.2111456107260619,0.6246097177892874,1
29,1.63,1.0,1.9,0.846,0.96939,2.28,0.4,4.0,9,3.23,B,Desc,3.0,7.6923076923076925,0.3080657275465467,0.2525088064972063,4.780532796214546,1.4037043621195981,2.962080097508072,1.538518100689892,20.538660351488975,1.6866255340524856,73.55717736965744,3.113188729465641,6.839541336903185,0.4099191532183071,0.06444104135962551,0.9669692068121891,0
30,0.42,0.32,2.5,0.601,0.99639,3.32,1.99,15.6,4,1.6,R,Desc,1.0,0.0,0.6738085818952381,0.5883462712790735,3.2087057083287855,1.3242329398165344,2.9799054541630854,1.4822354815756291,102.30671144231965,3.252684958529794,463.6995099234964,83.82533693394252,3.0398517052903045,-0.9027277660450487,0.8470868300223953,1.1947699127384144,0
31,0.28,0.64,-47.1,0.512,0.9972,3.98,-1.06,9.2,3,1.0,B,**,2.0,0.0,0.06812758652339046,0.8599707607817066,3.0268414171684497,1.3633655144233991,1.5063426373486382,1.4601049663753032,106.42656968473372,4.246530362525009,3.3876641822025775,13.624358903221204,2.2799137789677286,-9.210340371976182,-1.444573491386075,1.3137256142190221,1
32,0.28,0.35,2.1,1.027,0.95511,3.26,2.14,9.2,2,1.32,M,Desc,3.0,0.0,0.14282102994647639,0.9983178718713364,3.0268414171684497,1.3280509229084267,2.9680218830597433,1.5764460941533112,6.117693567562142,3.1623353763484108,531.6988635498333,13.624358903221204,1.5199758526451521,-1.531120645619025,-0.7043072727466292,1.3636511245843292,1
33,0.44,0.22,4.3,-0.923,1.02618,3.26,0.53,10.2,2,1.31,M,*,1.0,7.6923076923076925,0.39666857861531346,0.7799967093320214,3.234686321351691,1.3112618444695807,3.033381524128126,0.1,354.9541952649692,3.1623353763484108,88.65968291299356,18.09699976027821,1.5199758526451521,-1.5628544299962286,0.31723429880931436,1.2820507715968736,1
34,0.23,0.42,-3.8,0.094,0.99699,3.49,0.9,11.1,2,1.0,M,*,1.0,7.6923076923076925,0.1619363925070807,0.7913044850595188,2.9618898846111867,1.3368336976885702,2.792739209285444,1.3396838531620863,105.34672643881348,3.508675441377047,144.4653570543975,23.365121039113525,1.5199758526451521,-9.210340371976182,-0.5786899178854421,1.2866730426102326,1
35,0.19,0.41,-36.7,0.046,0.9954,3.14,1.65,9.8,2,3.32,M,*,1.0,0.0,0.05775168162080313,0.051371979670198575,2.9099286585653763,1.3355895904478292,1.8153154860355383,1.3235891425578163,97.43511916478002,2.981636211985645,333.80496293249587,16.154383126149078,1.5199758526451521,0.4494821787077541,-1.6098225265738837,0.6490853470481291,1
36,-0.68,2.9,-11.4,0.056,0.99755,4.12,-0.34,9.7,1,1.86,MM,Desc,3.0,0.0,0.5314754445452484,0.4804924736091051,1.7797719920690023,1.5740202647027097,2.56695135832194,1.3269907285145457,108.24473016383808,4.45734605428157,20.65534102953696,15.702229771772492,0.760037926322576,-0.5427995980015115,0.609794853032222,1.1357746905114063,0
37,-0.06,-1.57,-41.4,0.038,0.99977,2.51,0.49,16.7,3,5.42,R,***,3.0,7.6923076923076925,0.0771750391002829,0.5795459817237256,2.585170995779062,0.954824355052935,1.6756835255712663,1.32084886723435,120.32543975800692,2.032965599081121,83.78626272236093,114.54993926529487,2.2799137789677286,1.094024378418362,-1.3198670513881956,1.190275870801479,1
38,0.54,0.03,48.9,0.094,0.9982,4.0,0.8,9.2,5,1.13,M,*,1.0,0.0,0.17609851856341252,0.8384213352043751,3.3645893864662164,1.285499315606442,4.358399702150793,1.3396838531620863,111.6830053355268,4.276646889918803,127.33864099531752,13.624358903221204,3.7997896316128807,-2.4312316980293684,-0.494846303017841,1.305415896004831,1
39,0.24,0.06,1.8,0.88,0.97646,4.22,-1.11,12.2,2,3.1,MM,*,3.0,0.0,0.3051987750863061,0.9346010447223722,2.9748801911226392,1.289670660209751,2.9591092047322367,1.54585781909209,33.4094530236841,4.607928691250541,2.8811438634208013,31.92916716894173,1.5199758526451521,0.3498590211104461,0.055090943003648495,1.341348559006316,1
40,0.24,0.84,6.4,0.048,0.9944,2.46,0.55,10.5,2,2.17,B,****,3.0,0.0,0.09855797172963121,0.2932421899217944,2.9748801911226392,1.3862097606012664,3.095770272420673,1.3242715588968008,92.69306771474966,1.9576742805966354,91.17461248360571,19.70578463864705,1.5199758526451521,-0.2350185548124444,-1.0752776521330494,1.0038250719160446,1
41,0.17,0.3,56.0,0.034,0.99152,3.55,0.49,5.7,2,1.49,M,***,2.0,0.0,0.9743053751230899,0.9538557888133468,2.8839480455424713,1.321669152862328,4.569333089235119,1.3194723094454495,79.9997734282461,3.5990250235584296,83.78626272236093,5.044281422655315,1.5199758526451521,-1.1051966652883465,1.2158688905432307,1.34820543017619,1
42,0.24,-1.0,43.6,0.043,1.03256,4.02,0.07,10.1,2,1.35,B,***,2.0,0.0,0.47073151506867006,0.438957674565015,2.9748801911226392,1.1081385043354008,4.200942385031508,1.3225635346848588,443.47931287733275,4.306763417312597,43.84794391808076,17.590473507813847,1.5199758526451521,-1.4415481164722597,0.4884239811791885,1.1103844437992996,1
43,2.73,0.33,-16.8,0.048,0.99082,4.14,0.58,16.9,2,1.32,R,***,3.0,7.6923076923076925,0.4484760594979016,0.34408516769783504,6.20946651247433,1.325509268949766,2.406523148426819,1.3242715588968008,77.12247482345465,4.487462581675363,95.04685458909172,121.24196438276087,1.5199758526451521,-1.531120645619025,0.4399906116447374,1.0447807471144672,1
44,-0.46,-0.09,3.3,0.096,1.00573,3.6,1.18,18.2,4,2.65,R,*,2.0,0.0,0.5740724521860031,0.07219116288865457,2.0655587353209595,1.26839415782779,3.0036725963697704,1.3403419925369109,157.77078468804245,3.674316342042916,201.6547225997378,175.3600339116383,3.0398517052903045,0.10871618558454221,0.6868944890654042,0.7068416478851012,1
45,1.45,-1.04,1.6,0.045,0.99534,4.19,-1.09,6.9,5,2.0,R,Desc,1.0,0.0,0.27016716834883825,0.912888035541458,4.5467072790084,1.0993086044878901,2.9531674191805655,1.3232475381933935,97.14557398186066,4.5627539001598505,3.07639247751414,7.091660135666206,3.7997896316128807,-0.39200080000524884,-0.0668345398532848,1.3334879462502718,1
46,0.04,-0.22,-9.7,0.628,0.99413,3.04,2.02,11.0,4,4.63,M,Desc,3.0,7.6923076923076925,0.3571020825329556,0.3144911346042826,2.715074060893588,1.2490471733543387,2.617456535511145,1.4887571960173251,91.4429413218117,2.8310535750166728,476.74507528208886,22.711142625282978,3.0398517052903045,0.8971246182995855,0.21215282544648745,1.021543444394334,0
47,-0.88,0.26,6.8,0.298,0.96461,3.16,0.32,5.6,1,1.39,R,Desc,1.0,7.6923076923076925,0.8500173822138914,0.897194583614587,1.519965861839951,1.3164963507494336,3.1076538435240155,1.4023306864395795,14.243187869685656,3.0117527393794394,65.27801570612971,4.903094430378206,0.760037926322576,-1.33337788902841,1.079399810902402,1.3277187878870198,1
48,0.19,-0.65,12.8,0.053,0.99778,4.02,1.89,2.7,3,3.66,MB,***,2.0,0.0,0.9590927085164515,0.5847016060322954,2.9099286585653763,1.1776610550470497,3.28590741007415,1.325972999617721,109.45213954627584,4.306763417312597,422.14031395885246,2.152423837035055,2.2799137789677286,0.5862329614342215,1.2001317324733811,1.1929148513742742,1
49,0.845,0.01,-25.6,0.172,1.00888,3.32,0.5,11.0,4,1.46,B,*,1.0,0.0,0.7736202753839135,0.7751763741731409,3.76079373506552,1.2826956956750994,2.1450845841532877,1.3646628671325725,180.7759588437681,3.252684958529794,84.98529166718353,22.711142625282978,3.0398517052903045,-1.1683558726366126,0.9852233154689773,1.2800650765709771,1
50,0.18,0.31,32.1,0.216,0.96244,3.84,-0.21,10.8,3,1.95,M,***,2.0,0.0,0.6464385762632509,0.18356859371771939,2.896938352053924,1.3229529095009709,3.859289715810417,1.3781695644991168,11.921836374703233,4.0357146707684475,26.637680736445702,21.45758707899592,2.2799137789677286,-0.44328630527105395,0.8056184871963125,0.892836034255403,1
51,-0.83,-0.43,2.4,-0.137,0.992,3.25,0.17,10.4,1,2.09,M,Desc,1.0,0.0,0.37152732277378675,0.4989596028578409,1.584917394397214,1.215752973616045,2.97693456138725,1.2561130044674895,82.0187931772377,3.1472771126515138,51.65975081772501,19.15422927714494,0.760037926322576,-0.30583532351781,0.2517543426574117,1.1465367862497073,1
52,0.43,0.35,21.3,0.489,0.95018,3.37,0.5,14.7,2,1.98,B,*,1.0,0.0,0.3161552074284468,0.3457635175437901,3.221696014840238,1.3280509229084267,3.5384332960201745,1.4542190046891925,3.6341494273256196,3.3279762770142804,84.98529166718353,64.92528328269053,1.5199758526451521,-0.4122004870438695,0.09036174305657732,1.04605294808445,1
53,0.24,0.31,13.1,0.05,0.94955,3.05,0.53,10.4,3,2.02,M,Desc,3.0,0.0,0.030952432744053904,0.8238512437029992,2.9748801911226392,1.3229529095009709,3.2948200884016567,1.3249529218866303,3.3826352162424267,2.8461118387135698,88.65968291299356,19.15422927714494,2.2799137789677286,-0.3722010745542509,-2.233633028792911,1.299706268541332,1
54,0.785,0.77,-5.5,-0.541,0.98981,3.85,-0.65,11.1,0,1.13,M,***,2.0,0.0,0.21078919921465322,0.5116695794917641,3.6828518959968046,1.3783430439213527,2.7422340320962393,1.0488020519959598,73.1085996592546,4.050772934465345,10.453280866887463,23.365121039113525,0.0001,-2.4312316980293684,-0.3150244945896764,1.1537713817379844,1
55,0.15,1.42,38.4,0.038,1.00899,4.72,0.43,12.6,3,4.02,R,**,3.0,0.0,0.15605410382003826,0.34449194725398535,2.8579674325195663,1.4467549754204392,4.046455960688058,1.32084886723435,181.62225466726525,5.3608418760954,76.85631676602651,35.7687524240342,2.2799137789677286,0.7131570371914142,-0.6156924726311024,1.0450895156166249,1
56,-0.2,1.73,2.0,0.124,0.99516,2.69,1.11,16.0,5,2.89,R,Desc,3.0,7.6923076923076925,0.8747041568929438,0.3364497105336185,2.403306704618726,1.4762271854584643,2.9650509902839075,1.349455782326432,96.28080941890887,2.304014345625271,186.00029836523396,93.90560385702713,3.7997896316128807,0.2445063363935453,1.108028977502439,1.0389335331998146,0
57,-0.5,0.42,37.1,0.028,0.97409,4.34,2.36,11.3,2,2.03,M,**,1.0,7.6923076923076925,0.43849676920970837,0.43857164879722377,2.013597509275149,1.3368336976885702,4.0078343546021955,1.3173993593280169,28.56687349607455,4.788627855613307,644.6262831508851,24.7301150135255,1.5199758526451521,-0.3624463082746318,0.41748738355716514,1.1101401674738705,1
58,-0.42,1.75,3.85,0.546,0.95709,2.05,1.91,11.8,3,4.09,M,Desc,2.0,0.0,0.29940027554137005,0.06514037040777121,2.1175199613667695,1.4780689808794165,3.0200125066368657,1.468677685948057,7.408684553859079,1.3402854690238504,430.21914591184094,28.50174096139878,2.2799137789677286,0.7360701864672202,0.03590858540771602,0.6888776237223991,1
59,1.4,1.64,15.8,0.057,1.02858,2.02,1.72,9.2,2,1.8,M,***,2.0,0.0,0.7403828556229957,0.028498055781351228,4.481755746451137,1.467852588225182,3.3750341933492174,1.3273294516945418,386.5300993798453,1.295110677933159,357.97732512151015,13.624358903221204,1.5199758526451521,-0.615107353531501,0.941309163139831,0.5598846766741999,1
60,0.72,0.51,6.3,-0.083,0.95501,3.71,1.03,11.4,3,2.75,R,**,1.0,0.0,0.7243800585974806,0.0006884970465472762,3.5984149036723627,1.3478774364170891,3.0927993796448376,1.2771520843611521,6.057320912829281,3.8399572427087847,169.24564885073846,25.442230720658085,2.2799137789677286,0.16755155996600463,0.9194577175745373,0.2094997082948152,1
61,1.04,0.19,43.3,0.05,1.01533,3.09,2.89,11.5,3,1.14,M,Desc,1.0,0.0,0.7992907394625116,0.7620604457148523,4.0141047120388444,1.3072944244498816,4.192029706704001,1.3249529218866303,235.63959176208877,2.9063448935011587,990.0838640579644,26.174852146428346,2.2799137789677286,-2.3572049640426087,1.017867224828679,1.2746147883567132,1
62,0.19,1.1,11.2,0.061,0.97994,2.99,-0.38,9.3,3,1.56,R,**,2.0,0.0,0.2142762304432122,0.2964834490661785,2.9099286585653763,1.414314857133928,3.238373125660781,1.3286817578338517,41.60420257979218,2.7557622565321873,19.03619779140784,14.016678953867524,2.2799137789677286,-0.9717030211050853,-0.2986165292207923,1.006588756063865,1
63,1.7,-1.03,3.4,0.048,0.9944,4.25,0.41,9.4,3,1.0,R,**,2.0,0.0,0.836992615648289,0.5500279032578762,4.871464941794715,1.1015360395343257,3.0066434891456058,1.3242715588968008,92.69306771474966,4.653103482341233,74.64484324028994,14.42029605145986,2.2799137789677286,-9.210340371976182,1.0639581261595685,1.1748177614261401,0
64,0.47,-0.86,-58.1,0.174,0.99514,2.63,0.61,10.9,3,2.75,M,Desc,2.0,7.6923076923076925,0.6955091575403554,0.7884696933814065,3.2736572408860485,1.1374889292150085,1.1795444320067245,1.3652855565694997,96.1850821213965,2.2136647634438877,99.04114884502094,22.075468750300757,2.2799137789677286,0.16755155996600463,0.8787852792499316,1.2855189443661588,0
65,0.22,1.22,-50.4,0.26,1.03038,2.62,2.1,11.0,1,3.01,M,Desc,2.0,0.0,0.482194286997498,0.09878857244715245,2.9488995780997342,1.4267401791668346,1.4083031757460642,1.3912904302534717,411.5599608491889,2.1986064997469907,512.8799269214276,22.711142625282978,0.760037926322576,0.3060595542117432,0.5124835685164434,0.7645950913300359,0
66,0.39,0.1,1.7,0.075,0.99581,3.09,0.43,9.7,4,5.21,M,Desc,3.0,0.0,0.09561395289204999,0.5535446300832997,3.169734788794428,1.2951702490836459,2.956138311956401,1.333382602275112,99.43103803282541,2.9063448935011587,76.85631676602651,15.702229771772492,3.0398517052903045,1.0453490003753692,-1.1056060968309906,1.176691590999197,0
67,0.22,1.87,59.8,0.059,1.03646,4.23,0.42,8.7,2,1.0,B,**,3.0,7.6923076923076925,0.5750424285589305,0.96233450048192,2.9488995780997342,1.4889777529937573,4.682227014716871,1.3280061211581695,505.17183650297,4.622986954947439,75.74452697208427,11.821451998968517,1.5199758526451521,-9.210340371976182,0.6885827257471612,1.3511919179817893,1
68,-0.73,1.41,4.0,0.595,0.99787,3.47,0.43,9.6,5,1.0,B,**,1.0,16.666666666666664,0.9971455630723414,0.3103624275119178,1.7148204595117393,1.4457738138395921,3.024468845800619,1.4807744598611043,109.92734297325745,3.4785589139832527,76.85631676602651,15.262731970645921,3.7997896316128807,-9.210340371976182,1.239041041488536,1.0181726241227864,1
69,0.29,0.38,1.2,-0.65,1.03069,3.28,0.36,18.2,1,1.3,M,**,2.0,0.0,0.25066671054892586,0.9166041010459328,3.039831723679902,1.3318362584320123,2.941283848077223,0.9643216830093693,415.9903847741265,3.192451903742205,69.32493976578431,175.3600339116383,0.760037926322576,-1.59562834486451,-0.1417533443088869,1.3348431230907234,1
70,0.38,0.26,2.4,0.035,0.97228,3.18,0.47,13.6,2,1.27,M,Desc,2.0,7.6923076923076925,0.8625498082743907,0.591724789220805,3.1567444822829756,1.3164963507494336,2.97693456138725,1.3198168528343737,25.238922939186978,3.041869266773234,81.4263118697621,47.511013812925526,1.5199758526451521,-1.7009340683930583,1.0940360329013132,1.1964818268483797,1
71,1.25,1.3,35.15,0.031,0.99296,3.92,-1.05,5.3,2,3.95,MM,**,1.0,0.0,0.39063487417529597,0.7214870360785286,4.286901148779348,1.4348467896885388,3.949901945473402,1.3184370566068095,86.17123919826706,4.156180780343625,3.4964880433939594,4.502804651440053,1.5199758526451521,0.689706539091804,0.3019061947022196,1.2572963930541532,1
72,2.01,1.18,-38.7,-0.286,1.00364,2.53,0.74,17.4,4,1.0,B,Desc,1.0,0.0,0.06447318421420245,0.9155451931193254,5.2741644436497435,1.4226345089867254,1.7558976305188267,1.1918152921946754,143.76878730206036,2.063082126474916,117.82258706774897,139.7327533898906,3.0398517052903045,-9.210340371976182,-1.4997124058221554,1.3344573804524753,1
73,0.52,0.36,1.5,-0.533,0.98976,4.31,1.29,18.3,1,1.04,R,***,1.0,7.6923076923076925,0.6839103835861772,0.23542543392027038,3.3386087734433114,1.3293162967029115,2.9501965264047296,1.0542501108418718,72.91405222675701,4.743453064522615,228.2252139332995,180.40961150088467,0.760037926322576,-3.607331064459035,0.8619678137345069,0.9501730817453128,1
74,0.25,0.28,7.7,0.871,1.045,1.85,2.55,9.4,2,3.49,R,***,3.0,7.6923076923076925,0.8782868762600784,0.6126292602937118,2.9878704976340917,1.319090358701851,3.1343918785065354,1.543925124296859,662.5579857695077,1.0391201950859068,755.8560548773692,14.42029605145986,1.5199758526451521,0.52019334795729,1.1121165674257985,1.206914288510252,1
